BusinessEntityID FirstName                                          MiddleName                                         LastName
---------------- -------------------------------------------------- -------------------------------------------------- --------------------------------------------------
14447            Marcus                                             L                                                  Peterson
14748            Marcus                                             L                                                  Richardson
4633             Marcus                                             J                                                  Robinson
4628             Marcus                                             NULL                                               Thompson
13840            Marcus                                             NULL                                               Washington
14098            Marcus                                             NULL                                               Watson
4612             Marcus                                             L                                                  Wilson
17697            Margaret                                           F                                                  Chen
17710            Margaret                                           C                                                  Lin
7070             Margaret                                           J                                                  Patterson
17721            Margaret                                           L                                                  Sun
3269             Maria                                              D                                                  Coleman
3291             Maria                                              NULL                                               Griffin
3264             Maria                                              E                                                  Henderson
3229             Maria                                              NULL                                               Morgan
3275             Maria                                              G                                                  Patterson
3242             Maria                                              W                                                  Peterson
3236             Maria                                              L                                                  Richardson
3249             Maria                                              NULL                                               Watson
8083             Mariah                                             G                                                  Coleman
8106             Mariah                                             NULL                                               Griffin
8081             Mariah                                             C                                                  Henderson
8698             Mariah                                             NULL                                               Morgan
8091             Mariah                                             F                                                  Patterson
8210             Mariah                                             NULL                                               Peterson
8477             Mariah                                             NULL                                               Richardson
8095             Mariah                                             NULL                                               Washington
7882             Mariah                                             R                                                  Watson
10051            Marie                                              E                                                  Arun
10124            Marie                                              NULL                                               Carlson
10052            Marie                                              NULL                                               Madan
10088            Marie                                              E                                                  Martin
16815            Mario                                              J                                                  Andersen
16811            Mario                                              W                                                  Johnsen
16808            Mario                                              NULL                                               Shan
16784            Mario                                              T                                                  Shen
7061             Marissa                                            NULL                                               Coleman
7087             Marissa                                            NULL                                               Griffin
7059             Marissa                                            NULL                                               Henderson
7075             Marissa                                            S                                                  Washington
15005            Mark                                               E                                                  Bebbington
861              Mark                                               B                                                  Erickson
1017             Mark                                               NULL                                               Hanson
215              Mark                                               L                                                  Harrington
11553            Marshall                                           V                                                  Andersen
10788            Marshall                                           E                                                  Chen
10906            Marshall                                           NULL                                               Lin
11487            Marshall                                           J                                                  Shan
11300            Marshall                                           M                                                  Shen
11025            Marshall                                           NULL                                               Sun
11353            Marshall                                           NULL                                               Sutton
11411            Marshall                                           P                                                  Yuan
4904             Martha                                             NULL                                               Lin
4918             Martha                                             V                                                  Sun
16741            Martin                                             M                                                  Madan
16752            Martin                                             NULL                                               Raman
1756             Marty                                              E.                                                 Simpson
341              Marvin                                             N.                                                 Allen
6893             Marvin                                             T                                                  Johnsen
10932            Mary                                               NULL                                               Allen
23               Mary                                               E                                                  Gibson
10220            Mary                                               S                                                  Green
9897             Mary                                               L                                                  Nelson
19150            Mary                                               NULL                                               Patterson
8197             Mary                                               NULL                                               Peterson
16876            Mason                                              NULL                                               Allen
443              Mason                                              NULL                                               Bendixen
13280            Mason                                              J                                                  Bendixen
16810            Mason                                              NULL                                               Green
16372            Mason                                              NULL                                               Nelson
14400            Mason                                              A                                                  Peterson
14699            Mason                                              L                                                  Richardson
14057            Mason                                              C                                                  Watson
14544            Mathew                                             A                                                  Carlson
18834            Matthew                                            NULL                                               Anderson
18821            Matthew                                            W                                                  Brown
999              Matthew                                            M.                                                 Hagemann
18839            Matthew                                            NULL                                               Jackson
18812            Matthew                                            NULL                                               Johnson
18843            Matthew                                            F                                                  Martin
18849            Matthew                                            D                                                  Robinson
9070             Maurice                                            NULL                                               Andersen
9067             Maurice                                            M                                                  Shan
9047             Maurice                                            L                                                  Shen
9059             Maurice                                            NULL                                               Yuan
453              Max                                                NULL                                               Benson
2620             Max                                                A                                                  Martin
3386             Mayra                                              NULL                                               Arun
3389             Mayra                                              M                                                  Madan
3401             Mayra                                              P                                                  Raman
7197             Meagan                                             W                                                  Arun
7199             Meagan                                             NULL                                               Madan
7207             Meagan                                             J                                                  Raman
11681            Megan                                              A                                                  Anderson
11673            Megan                                              S                                                  Brown
19141            Megan                                              C                                                  Coleman
19179            Megan                                              A                                                  Griffin
19140            Megan                                              NULL                                               Henderson
11684            Megan                                              NULL                                               Jackson
11666            Megan                                              NULL                                               Johnson
11688            Megan                                              A                                                  Martin
19084            Megan                                              E                                                  Morgan
19109            Megan                                              NULL                                               Peterson
19099            Megan                                              M                                                  Richardson
11698            Megan                                              G                                                  Robinson
1749             Megan                                              NULL                                               Sherman
11692            Megan                                              S                                                  Thompson
19155            Megan                                              R                                                  Washington
19117            Megan                                              S                                                  Watson
11677            Megan                                              NULL                                               Wilson
18784            Meghan                                             I                                                  Alan
18815            Meghan                                             K                                                  Carlson
18778            Meghan                                             B                                                  Martin
8122             Melanie                                            H                                                  Coleman
7594             Melanie                                            A                                                  Griffin
8120             Melanie                                            NULL                                               Henderson
8702             Melanie                                            NULL                                               Morgan
8129             Melanie                                            NULL                                               Patterson
8212             Melanie                                            NULL                                               Peterson
8479             Melanie                                            M                                                  Richardson
7581             Melanie                                            NULL                                               Washington
7883             Melanie                                            C                                                  Watson
14083            Melinda                                            NULL                                               Carlson
7856             Melissa                                            NULL                                               Coleman
7354             Melissa                                            L                                                  Griffin
8713             Melissa                                            M                                                  Morgan
7337             Melissa                                            E                                                  Patterson
8223             Melissa                                            S                                                  Peterson
8490             Melissa                                            E                                                  Richardson
7342             Melissa                                            NULL                                               Washington
17098            Melody                                             K                                                  Carlson
16949            Melody                                             NULL                                               Harrison
16711            Melody                                             C                                                  Martin
4382             Melvin                                             D                                                  Andersen
4358             Melvin                                             M                                                  Shen
4371             Melvin                                             NULL                                               Yuan
10589            Meredith                                           H                                                  Arun
10664            Meredith                                           G                                                  Carlson
10633            Meredith                                           NULL                                               Johnsen
10592            Meredith                                           D                                                  Madan
10624            Meredith                                           W                                                  Martin
10600            Meredith                                           NULL                                               Raman
6551             Micah                                              NULL                                               Chen
6566             Micah                                              NULL                                               Lin
5355             Micah                                              NULL                                               Sun
343              Michael                                            NULL                                               Allen
2374             Michael                                            NULL                                               Allen
2375             Michael                                            NULL                                               Allen
18732            Michael                                            K                                                  Anderson
18720            Michael                                            A                                                  Brown
119              Michael                                            T                                                  Entin
18740            Michael                                            NULL                                               Martin
1591             Michael                                            NULL                                               Patten
116              Michael                                            W                                                  Patten
18747            Michael                                            NULL                                               Robinson
1837             Michael                                            NULL                                               Sullivan
14               Michael                                            I                                                  Sullivan
18743            Michael                                            M                                                  Thompson
18725            Michael                                            K                                                  Wilson
2079             Michael                                            NULL                                               Zeman
14599            Micheal                                            E                                                  Carlson
8413             Michele                                            C                                                  Andersen
10151            Michele                                            A                                                  Arun
9035             Michele                                            NULL                                               Carlson
10152            Michele                                            A                                                  Madan
8994             Michele                                            J                                                  Martin
8971             Michele                                            NULL                                               Raman
8402             Michele                                            NULL                                               Shan
8376             Michele                                            NULL                                               Shen
8393             Michele                                            L                                                  Yuan
9249             Michelle                                           C                                                  Morgan
8466             Michelle                                           NULL                                               Richardson
7869             Michelle                                           H                                                  Watson
4106             Miguel                                             C                                                  Allen
4079             Miguel                                             NULL                                               Anderson
4070             Miguel                                             T                                                  Brown
13548            Miguel                                             D                                                  Coleman
4117             Miguel                                             A                                                  Green
13577            Miguel                                             NULL                                               Griffin
13546            Miguel                                             J                                                  Henderson
4085             Miguel                                             S                                                  Jackson
4061             Miguel                                             NULL                                               Johnson
4090             Miguel                                             A                                                  Martin
4122             Miguel                                             W                                                  Nelson
13558            Miguel                                             NULL                                               Patterson
4095             Miguel                                             NULL                                               Robinson
4091             Miguel                                             NULL                                               Thompson
13565            Miguel                                             C                                                  Washington
4075             Miguel                                             NULL                                               Wilson
1399             Mindy                                              NULL                                               Martin
2156             Mindy                                              NULL                                               Martin
2290             Mindy                                              NULL                                               Martin
239              Mindy                                              C                                                  Martin
4550             Mindy                                              R                                                  Shan
4535             Mindy                                              A                                                  Simpson
4544             Mindy                                              D                                                  Yuan
7272             Miranda                                            NULL                                               Coleman
7296             Miranda                                            NULL                                               Griffin
7271             Miranda                                            M                                                  Henderson
7280             Miranda                                            NULL                                               Patterson
7284             Miranda                                            NULL                                               Washington
16468            Misty                                              NULL                                               Shan
16446            Misty                                              S                                                  Shen
16460            Misty                                              J                                                  Yuan
17145            Mitchell                                           H                                                  Andersen
17149            Mitchell                                           NULL                                               Carson
17138            Mitchell                                           NULL                                               Shan
17125            Mitchell                                           M                                                  Shen
17131            Mitchell                                           NULL                                               Yuan
16138            Molly                                              A                                                  Madan
19543            Monica                                             NULL                                               Arun
19544            Monica                                             G                                                  Madan
19554            Monica                                             NULL                                               Raman
10908            Morgan                                             D                                                  Allen
11182            Morgan                                             J                                                  Anderson
11170            Morgan                                             NULL                                               Brown
20714            Morgan                                             NULL                                               Coleman
10199            Morgan                                             M                                                  Green
20745            Morgan                                             M                                                  Griffin
20713            Morgan                                             W                                                  Henderson
11185            Morgan                                             P                                                  Jackson
11165            Morgan                                             E                                                  Johnson
11191            Morgan                                             NULL                                               Martin
9871             Morgan                                             NULL                                               Nelson
20728            Morgan                                             M                                                  Patterson
20691            Morgan                                             J                                                  Peterson
20679            Morgan                                             S                                                  Richardson
11195            Morgan                                             NULL                                               Robinson
11192            Morgan                                             Q                                                  Thompson
20733            Morgan                                             NULL                                               Washington
20697            Morgan                                             A                                                  Watson
11178            Morgan                                             T                                                  Wilson
7306             Mya                                                NULL                                               Coleman
7330             Mya                                                L                                                  Griffin
7305             Mya                                                D                                                  Henderson
7313             Mya                                                A                                                  Patterson

(289 rows affected)


Completion time: 2025-01-22T14:37:28.5665444-06:00
